Designator,Center-X(Mil),Center-Y(Mil),Layer,Rotation,Comment

BAT1,2779.558,632.93,Top,173,BATTERYBK-912
BAT2,1626.558,632.93,Top,173,BATTERYBK-912
BAT3,590.558,-191.07,Top,353,BATTERYBK-912
BAT4,2897.558,-190.07,Top,353,BATTERYBK-912
BAT5,1744.558,-190.07,Top,353,BATTERYBK-912
BATT,3874.503,-363.409,Top,180,HDR-1X2JST-PH-H
WIFI,3964.308,404.43,Top,180,GS1500M
